"Date","Price","Open","High","Low","Vol.","Change %"
"05/15/2020","2,868.46","2,880.71","2,884.22","2,863.37","18.90B","-0.07%"
"05/14/2020","2,870.34","2,887.06","2,887.06","2,869.18","19.78B","-0.96%"
"05/13/2020","2,898.05","2,882.96","2,900.26","2,875.54","18.51B","0.22%"
"05/12/2020","2,891.56","2,894.62","2,897.90","2,871.23","19.71B","-0.11%"
"05/11/2020","2,894.80","2,901.57","2,914.28","2,884.38","22.51B","-0.02%"
"05/08/2020","2,895.34","2,882.71","2,903.80","2,879.20","22.68B","0.83%"
"05/07/2020","2,871.52","2,876.47","2,882.02","2,864.58","22.67B","-0.23%"
"05/06/2020","2,878.14","2,831.63","2,879.26","2,830.65","24.98B","0.63%"
"04/30/2020","2,860.08","2,832.38","2,865.59","2,832.38","24.25B","1.33%"
"04/29/2020","2,822.44","2,801.38","2,831.76","2,800.74","20.21B","0.44%"
"04/28/2020","2,810.02","2,819.99","2,821.74","2,758.25","25.39B","-0.19%"
"04/27/2020","2,815.49","2,812.24","2,832.67","2,802.96","21.01B","0.25%"
"04/24/2020","2,808.53","2,834.94","2,834.94","2,802.50","23.52B","-1.06%"
"04/23/2020","2,838.50","2,850.51","2,853.64","2,835.90","24.88B","-0.19%"
"04/22/2020","2,843.98","2,814.07","2,843.98","2,808.48","21.73B","0.60%"
"04/21/2020","2,827.01","2,842.24","2,842.24","2,808.02","23.32B","-0.90%"
"04/20/2020","2,852.55","2,840.41","2,852.99","2,833.26","21.18B","0.50%"
"04/17/2020","2,838.49","2,835.56","2,854.96","2,830.02","24.57B","0.66%"
"04/16/2020","2,819.93","2,798.43","2,823.34","2,796.84","20.30B","0.31%"
"04/15/2020","2,811.17","2,826.66","2,829.75","2,808.70","20.56B","-0.57%"
"04/14/2020","2,827.28","2,794.80","2,827.30","2,789.43","20.27B","1.59%"
"04/13/2020","2,783.05","2,784.60","2,792.89","2,774.08","17.71B","-0.49%"
"04/10/2020","2,796.63","2,827.19","2,833.01","2,789.98","23.35B","-1.04%"
"04/09/2020","2,825.90","2,825.84","2,832.39","2,820.43","23.82B","0.37%"
"04/08/2020","2,815.37","2,805.92","2,823.21","2,800.30","24.35B","-0.19%"
"04/07/2020","2,820.76","2,806.97","2,823.28","2,801.84","27.02B","2.05%"
"04/03/2020","2,763.99","2,773.58","2,780.59","2,754.07","20.08B","-0.60%"
"04/02/2020","2,780.64","2,720.23","2,780.64","2,719.90","21.79B","1.69%"
"04/01/2020","2,734.52","2,743.54","2,773.36","2,731.08","21.73B","-0.57%"
"03/31/2020","2,750.30","2,767.31","2,771.17","2,743.12","21.86B","0.11%"
"03/30/2020","2,747.21","2,739.72","2,759.10","2,723.05","23.97B","-0.90%"
"03/27/2020","2,772.20","2,792.98","2,805.55","2,771.76","24.08B","0.26%"
"03/26/2020","2,764.91","2,761.90","2,788.50","2,753.43","23.41B","-0.60%"
"03/25/2020","2,781.59","2,775.30","2,788.64","2,757.80","27.31B","2.17%"
"03/24/2020","2,722.44","2,703.02","2,723.41","2,667.13","25.70B","2.34%"
"03/23/2020","2,660.17","2,677.59","2,703.33","2,656.50","24.98B","-3.11%"
"03/20/2020","2,745.62","2,727.02","2,751.90","2,702.49","25.20B","1.61%"
"03/19/2020","2,702.13","2,719.41","2,736.82","2,646.80","30.23B","-0.98%"
"03/18/2020","2,728.76","2,792.32","2,815.87","2,728.76","29.12B","-1.83%"
"03/17/2020","2,779.64","2,796.28","2,826.91","2,715.22","30.61B","-0.34%"
"03/16/2020","2,789.25","2,897.30","2,898.03","2,784.66","35.19B","-3.40%"
"03/13/2020","2,887.43","2,804.23","2,910.88","2,799.98","36.65B","-1.23%"
"03/12/2020","2,923.49","2,936.02","2,944.47","2,906.28","30.78B","-1.52%"
"03/11/2020","2,968.52","3,001.76","3,010.03","2,968.52","35.25B","-0.94%"
"03/10/2020","2,996.76","2,918.93","3,000.30","2,904.80","39.33B","1.82%"
"03/09/2020","2,943.29","2,987.18","2,989.21","2,940.71","41.46B","-3.01%"
"03/06/2020","3,034.51","3,039.94","3,052.44","3,029.46","36.21B","-1.21%"
"03/05/2020","3,071.68","3,036.15","3,074.26","3,022.93","44.54B","1.99%"
"03/04/2020","3,011.67","2,981.81","3,012.00","2,974.36","35.33B","0.63%"
"03/03/2020","2,992.90","3,006.89","3,026.84","2,976.62","41.01B","0.74%"
"03/02/2020","2,970.93","2,899.31","2,982.51","2,899.31","36.73B","3.15%"
"02/28/2020","2,880.30","2,924.64","2,948.13","2,878.54","40.12B","-3.71%"
"02/27/2020","2,991.33","2,992.49","3,009.46","2,980.48","35.05B","0.11%"
"02/26/2020","2,987.93","2,978.42","3,028.78","2,974.94","46.90B","-0.83%"
"02/25/2020","3,013.05","2,982.07","3,016.95","2,943.72","44.16B","-0.60%"
"02/24/2020","3,031.23","3,027.89","3,042.18","3,007.36","37.04B","-0.28%"
"02/21/2020","3,039.67","3,022.25","3,058.90","3,020.14","36.46B","0.31%"
"02/20/2020","3,030.15","2,981.88","3,031.37","2,968.45","34.57B","1.84%"
"02/19/2020","2,975.40","2,979.52","2,998.27","2,971.82","31.51B","-0.32%"
"02/18/2020","2,984.97","2,981.41","2,990.60","2,960.78","31.17B","0.05%"
"02/17/2020","2,983.62","2,924.99","2,983.64","2,924.99","31.32B","2.28%"
"02/14/2020","2,917.01","2,899.87","2,926.94","2,899.57","25.07B","0.38%"
"02/13/2020","2,906.07","2,927.14","2,935.41","2,901.24","27.48B","-0.71%"
"02/12/2020","2,926.90","2,895.56","2,926.90","2,892.42","24.87B","0.87%"
"02/11/2020","2,901.67","2,894.54","2,913.82","2,882.24","26.92B","0.39%"
"02/10/2020","2,890.49","2,860.50","2,891.85","2,851.05","29.49B","0.51%"
"02/07/2020","2,875.96","2,858.93","2,875.96","2,838.77","30.95B","0.33%"
"02/06/2020","2,866.51","2,826.89","2,876.59","2,807.61","31.64B","1.72%"
"02/05/2020","2,818.09","2,792.37","2,842.74","2,778.86","30.98B","1.25%"
"02/04/2020","2,783.29","2,685.27","2,786.16","2,685.27","36.40B","1.34%"
"02/03/2020","2,746.61","2,716.70","2,766.58","2,716.70","21.59B","-7.72%"
"01/23/2020","2,976.53","3,037.95","3,045.04","2,955.35","27.28B","-2.75%"
"01/22/2020","3,060.75","3,038.49","3,069.25","3,006.27","22.39B","0.28%"
"01/21/2020","3,052.14","3,085.79","3,085.79","3,051.23","23.48B","-1.41%"
"01/20/2020","3,095.79","3,082.11","3,096.31","3,070.48","21.05B","0.66%"
"01/17/2020","3,075.50","3,081.46","3,091.95","3,067.25","19.03B","0.05%"
"01/16/2020","3,074.08","3,095.73","3,096.37","3,070.88","20.34B","-0.52%"
"01/15/2020","3,090.04","3,103.17","3,107.94","3,082.04","20.23B","-0.54%"
"01/14/2020","3,106.82","3,120.67","3,127.17","3,105.60","23.00B","-0.28%"
"01/13/2020","3,115.57","3,091.49","3,115.57","3,075.38","21.06B","0.75%"
"01/10/2020","3,092.29","3,102.29","3,105.22","3,081.40","21.04B","-0.08%"
"01/09/2020","3,094.88","3,082.64","3,097.33","3,080.13","24.34B","0.91%"
"01/08/2020","3,066.89","3,094.24","3,094.24","3,059.13","29.79B","-1.22%"
"01/07/2020","3,104.80","3,085.49","3,105.45","3,084.33","27.66B","0.69%"
"01/06/2020","3,083.41","3,070.91","3,107.20","3,065.31","31.26B","-0.01%"
"01/03/2020","3,083.79","3,089.02","3,093.82","3,074.52","26.15B","-0.05%"
"01/02/2020","3,085.20","3,066.34","3,098.10","3,066.34","29.25B","1.15%"
"12/31/2019","3,050.12","3,036.39","3,051.68","3,030.51","21.74B","0.33%"
"12/30/2019","3,040.02","2,998.17","3,041.40","2,983.34","24.81B","1.16%"
"12/27/2019","3,005.04","3,006.85","3,036.11","3,003.63","24.71B","-0.08%"
"12/26/2019","3,007.35","2,981.25","3,007.35","2,980.40","18.24B","0.85%"
"12/25/2019","2,981.88","2,980.43","2,988.29","2,970.66","17.57B","-0.03%"
"12/24/2019","2,982.68","2,965.83","2,983.82","2,960.68","16.30B","0.67%"
"12/23/2019","2,962.75","2,999.04","3,009.34","2,960.43","20.57B","-1.40%"
"12/20/2019","3,004.94","3,019.64","3,027.48","3,002.26","21.51B","-0.40%"
"12/19/2019","3,017.07","3,017.15","3,021.42","3,007.99","20.86B","0.00%"
"12/18/2019","3,017.04","3,021.47","3,033.23","3,011.72","24.41B","-0.18%"
"12/17/2019","3,022.42","2,985.26","3,039.38","2,982.50","29.30B","1.27%"
"12/16/2019","2,984.39","2,970.97","2,984.64","2,958.71","21.19B","0.56%"
"12/13/2019","2,967.68","2,937.78","2,969.98","2,935.85","21.20B","1.78%"
"12/12/2019","2,915.70","2,926.34","2,926.34","2,913.48","15.18B","-0.30%"
"12/11/2019","2,924.42","2,922.60","2,928.26","2,915.00","16.55B","0.24%"
"12/10/2019","2,917.32","2,908.94","2,919.20","2,902.79","17.01B","0.10%"
"12/09/2019","2,914.48","2,914.46","2,919.59","2,905.25","16.08B","0.08%"
"12/06/2019","2,912.01","2,902.28","2,912.01","2,894.75","13.41B","0.43%"
"12/05/2019","2,899.47","2,886.52","2,902.00","2,885.08","14.32B","0.74%"
"12/04/2019","2,878.12","2,876.91","2,882.50","2,869.42","12.55B","-0.23%"
"12/03/2019","2,884.70","2,869.88","2,884.86","2,857.32","12.38B","0.31%"
"12/02/2019","2,875.81","2,874.45","2,888.89","2,870.24","12.88B","0.13%"
"11/29/2019","2,871.98","2,885.97","2,892.39","2,858.58","12.26B","-0.61%"
"11/28/2019","2,889.69","2,902.36","2,909.84","2,883.43","11.95B","-0.47%"
"11/27/2019","2,903.19","2,905.40","2,914.49","2,893.42","13.39B","-0.13%"
"11/26/2019","2,907.06","2,912.52","2,915.04","2,897.93","17.00B","0.03%"
"11/25/2019","2,906.17","2,885.61","2,906.61","2,880.65","17.86B","0.72%"
"11/22/2019","2,885.29","2,906.24","2,925.02","2,873.99","15.86B","-0.63%"
"11/21/2019","2,903.64","2,902.55","2,910.36","2,891.53","12.35B","-0.25%"
"11/20/2019","2,911.05","2,928.11","2,930.49","2,907.42","13.74B","-0.78%"
"11/19/2019","2,933.99","2,904.28","2,933.99","2,902.86","13.54B","0.85%"
"11/18/2019","2,909.20","2,889.55","2,911.38","2,884.09","12.44B","0.62%"
"11/15/2019","2,891.34","2,911.35","2,917.83","2,891.20","13.55B","-0.64%"
"11/14/2019","2,909.87","2,907.74","2,917.37","2,899.62","12.91B","0.16%"
"11/13/2019","2,905.24","2,913.02","2,913.86","2,893.97","12.98B","-0.33%"
"11/12/2019","2,914.82","2,913.00","2,918.30","2,891.51","12.97B","0.17%"
"11/11/2019","2,909.97","2,949.96","2,949.96","2,906.77","15.79B","-1.83%"
"11/08/2019","2,964.18","2,993.98","2,998.76","2,962.84","14.97B","-0.49%"
"11/07/2019","2,978.71","2,978.15","2,988.95","2,969.12","13.70B","0.00%"
"11/06/2019","2,978.60","2,992.04","2,995.56","2,969.72","16.53B","-0.43%"
"11/05/2019","2,991.56","2,977.70","3,008.31","2,968.03","17.99B","0.54%"
"11/04/2019","2,975.49","2,964.58","2,983.06","2,964.58","16.72B","0.58%"
"11/01/2019","2,958.20","2,924.34","2,959.83","2,917.15","15.99B","0.99%"
"10/31/2019","2,929.06","2,944.84","2,946.75","2,923.52","16.16B","-0.35%"
"10/30/2019","2,939.32","2,949.46","2,953.30","2,934.83","15.88B","-0.50%"
"10/29/2019","2,954.18","2,979.04","2,979.04","2,954.18","16.61B","-0.87%"
"10/28/2019","2,980.05","2,958.69","2,980.13","2,956.96","17.37B","0.85%"
"10/25/2019","2,954.93","2,940.47","2,958.24","2,920.52","13.69B","0.48%"
"10/24/2019","2,940.92","2,944.01","2,953.04","2,927.06","12.65B","-0.02%"
"10/23/2019","2,941.62","2,952.97","2,957.30","2,934.63","12.38B","-0.43%"
"10/22/2019","2,954.38","2,945.60","2,954.64","2,934.39","11.75B","0.50%"
"10/21/2019","2,939.62","2,933.90","2,940.32","2,917.69","13.25B","0.05%"
"10/18/2019","2,938.14","2,982.34","2,987.20","2,933.24","15.00B","-1.32%"
"10/17/2019","2,977.33","2,979.99","2,986.72","2,969.57","12.25B","-0.05%"
"10/16/2019","2,978.71","2,992.61","3,010.42","2,975.92","14.99B","-0.41%"
"10/15/2019","2,991.05","3,005.66","3,005.66","2,986.30","15.54B","-0.56%"
"10/14/2019","3,007.88","2,993.96","3,026.38","2,989.81","20.86B","1.15%"
"10/11/2019","2,973.66","2,954.82","2,980.79","2,943.01","16.12B","0.88%"
"10/10/2019","2,947.71","2,923.71","2,949.24","2,918.23","13.42B","0.78%"
"10/09/2019","2,924.86","2,902.08","2,924.86","2,891.54","13.04B","0.39%"
"10/08/2019","2,913.57","2,905.76","2,933.02","2,905.76","12.55B","0.29%"
"09/30/2019","2,905.19","2,927.92","2,936.48","2,905.19","11.66B","-0.92%"
"09/27/2019","2,932.17","2,929.49","2,939.08","2,920.93","13.29B","0.11%"
"09/26/2019","2,929.09","2,964.48","2,970.04","2,928.26","18.89B","-0.89%"
"09/25/2019","2,955.43","2,977.67","2,977.67","2,955.43","16.85B","-1.00%"
"09/24/2019","2,985.34","2,979.48","3,002.90","2,973.76","16.39B","0.28%"
"09/23/2019","2,977.08","2,998.40","2,998.40","2,960.83","16.81B","-0.98%"
"09/20/2019","3,006.45","3,004.81","3,011.34","2,996.19","18.21B","0.24%"
"09/19/2019","2,999.28","2,992.92","2,999.28","2,975.40","16.27B","0.46%"
"09/18/2019","2,985.66","2,984.08","2,996.40","2,982.40","16.80B","0.25%"
"09/17/2019","2,978.12","3,023.71","3,023.71","2,970.57","22.33B","-1.74%"
"09/16/2019","3,030.75","3,041.92","3,042.93","3,020.05","22.19B","-0.02%"
"09/12/2019","3,031.24","3,016.63","3,033.47","3,005.19","19.70B","0.75%"
"09/11/2019","3,008.81","3,029.93","3,030.56","3,004.22","22.98B","-0.41%"
"09/10/2019","3,021.20","3,027.41","3,027.41","3,005.38","24.00B","-0.12%"
"09/09/2019","3,024.74","3,023.78","3,026.24","3,005.69","24.34B","0.84%"
"09/06/2019","2,999.60","2,996.62","2,999.94","2,981.60","21.68B","0.46%"
"09/05/2019","2,985.86","2,972.66","3,015.84","2,972.66","30.54B","0.96%"
"09/04/2019","2,957.41","2,927.75","2,957.41","2,925.88","22.55B","0.93%"
"09/03/2019","2,930.15","2,925.94","2,930.15","2,915.20","18.90B","0.21%"
"09/02/2019","2,924.11","2,886.94","2,928.48","2,883.68","20.28B","1.31%"
"08/30/2019","2,886.24","2,907.38","2,914.58","2,874.10","19.40B","-0.16%"
"08/29/2019","2,890.92","2,896.00","2,898.60","2,878.59","17.86B","-0.10%"
"08/28/2019","2,893.76","2,901.63","2,905.44","2,887.01","18.31B","-0.29%"
"08/27/2019","2,902.19","2,879.52","2,919.64","2,879.41","20.81B","1.35%"
"08/26/2019","2,863.57","2,851.02","2,870.49","2,849.24","16.99B","-1.17%"
"08/23/2019","2,897.43","2,885.15","2,902.46","2,878.74","15.92B","0.49%"
"08/22/2019","2,883.44","2,887.66","2,888.50","2,867.55","14.92B","0.11%"
"08/21/2019","2,880.33","2,875.47","2,885.59","2,872.56","15.90B","0.01%"
"08/20/2019","2,880.00","2,879.08","2,892.08","2,875.00","18.97B","-0.11%"
"08/19/2019","2,883.10","2,835.52","2,883.10","2,829.85","21.45B","2.10%"
"08/16/2019","2,823.82","2,817.57","2,840.32","2,811.80","14.86B","0.28%"
"08/15/2019","2,815.80","2,762.34","2,815.90","2,756.83","15.28B","0.25%"
"08/14/2019","2,808.91","2,824.49","2,829.89","2,807.72","14.40B","0.42%"
"08/13/2019","2,797.26","2,798.05","2,802.04","2,790.61","13.09B","-0.63%"
"08/12/2019","2,814.99","2,781.98","2,814.99","2,776.62","13.16B","1.45%"
"08/09/2019","2,774.75","2,805.59","2,808.33","2,770.48","14.82B","-0.71%"
"08/08/2019","2,794.55","2,784.18","2,799.69","2,782.24","14.95B","0.93%"
"08/07/2019","2,768.68","2,789.02","2,792.69","2,768.68","15.77B","-0.32%"
"08/06/2019","2,777.56","2,776.99","2,787.42","2,733.92","23.11B","-1.56%"
"08/05/2019","2,821.50","2,854.58","2,863.69","2,821.50","16.74B","-1.62%"
"08/02/2019","2,867.84","2,861.33","2,872.47","2,851.44","18.49B","-1.41%"
"08/01/2019","2,908.77","2,920.85","2,927.34","2,901.75","14.24B","-0.81%"
"07/31/2019","2,932.51","2,944.40","2,944.40","2,926.49","14.11B","-0.67%"
"07/30/2019","2,952.34","2,946.26","2,965.63","2,946.26","14.83B","0.39%"
"07/29/2019","2,941.01","2,943.92","2,948.47","2,932.98","12.80B","-0.12%"
"07/26/2019","2,944.54","2,928.06","2,948.33","2,924.45","13.93B","0.24%"
"07/25/2019","2,937.36","2,923.19","2,937.36","2,916.15","14.57B","0.48%"
"07/24/2019","2,923.28","2,907.93","2,936.45","2,907.79","15.52B","0.80%"
"07/23/2019","2,899.94","2,886.90","2,901.36","2,883.05","12.93B","0.45%"
"07/22/2019","2,886.97","2,925.79","2,927.16","2,879.69","18.07B","-1.27%"
"07/19/2019","2,924.20","2,909.68","2,939.60","2,909.68","14.95B","0.79%"
"07/18/2019","2,901.18","2,921.74","2,921.74","2,901.18","14.99B","-1.04%"
"07/17/2019","2,931.69","2,933.02","2,942.07","2,924.46","14.96B","-0.20%"
"07/16/2019","2,937.62","2,938.64","2,944.82","2,931.29","13.18B","-0.16%"
"07/15/2019","2,942.19","2,921.55","2,955.00","2,886.70","16.76B","0.40%"
"07/12/2019","2,930.55","2,915.34","2,938.53","2,905.81","13.78B","0.44%"
"07/11/2019","2,917.76","2,928.06","2,945.80","2,907.89","14.37B","0.08%"
"07/10/2019","2,915.30","2,935.19","2,936.75","2,908.16","13.55B","-0.44%"
"07/09/2019","2,928.23","2,928.82","2,937.76","2,912.81","14.51B","-0.17%"
"07/08/2019","2,933.36","2,997.81","2,997.81","2,918.72","21.15B","-2.58%"
"07/05/2019","3,011.06","3,004.74","3,014.85","2,990.92","15.68B","0.19%"
"07/04/2019","3,005.25","3,015.68","3,024.50","2,991.91","19.44B","-0.33%"
"07/03/2019","3,015.26","3,031.83","3,031.83","3,006.32","21.23B","-0.94%"
"07/02/2019","3,043.94","3,042.58","3,048.48","3,033.78","21.45B","-0.03%"
"07/01/2019","3,044.90","3,024.62","3,045.37","3,014.69","25.08B","2.22%"
"06/28/2019","2,978.88","2,992.24","2,992.24","2,961.22","18.14B","-0.60%"
"06/27/2019","2,996.79","2,982.61","3,011.54","2,981.05","19.54B","0.69%"
"06/26/2019","2,976.28","2,964.62","2,986.91","2,958.46","17.44B","-0.19%"
"06/25/2019","2,982.07","3,004.91","3,004.91","2,948.99","24.37B","-0.87%"
"06/24/2019","3,008.15","3,004.29","3,012.83","2,994.42","21.05B","0.21%"
"06/21/2019","3,001.98","2,990.37","3,010.35","2,989.25","28.70B","0.50%"
"06/20/2019","2,987.12","2,917.33","2,997.39","2,915.09","29.10B","2.38%"
"06/19/2019","2,917.80","2,944.12","2,953.34","2,916.21","23.08B","0.96%"
"06/18/2019","2,890.16","2,891.09","2,898.33","2,874.31","14.77B","0.09%"
"06/17/2019","2,887.62","2,880.42","2,902.48","2,877.39","15.40B","0.20%"
"06/14/2019","2,881.97","2,913.00","2,924.32","2,879.66","21.54B","-0.99%"
"06/13/2019","2,910.74","2,905.29","2,918.42","2,885.92","21.30B","0.05%"
"06/12/2019","2,909.38","2,917.22","2,924.70","2,903.88","24.03B","-0.56%"
"06/11/2019","2,925.72","2,854.07","2,927.43","2,854.07","26.05B","2.58%"
"06/10/2019","2,852.13","2,833.01","2,861.13","2,824.36","16.66B","0.86%"
"06/06/2019","2,827.80","2,862.33","2,862.33","2,822.19","17.71B","-1.17%"
"06/05/2019","2,861.42","2,882.94","2,888.77","2,858.57","18.16B","-0.03%"
"06/04/2019","2,862.28","2,887.64","2,888.39","2,851.97","18.85B","-0.96%"
"06/03/2019","2,890.08","2,901.74","2,920.83","2,875.90","21.59B","-0.30%"
"05/31/2019","2,898.70","2,904.50","2,922.91","2,895.58","19.52B","-0.24%"
"05/30/2019","2,905.81","2,903.42","2,907.85","2,881.38","20.58B","-0.31%"
"05/29/2019","2,914.70","2,894.83","2,934.98","2,890.66","19.90B","0.16%"
"05/28/2019","2,909.91","2,890.27","2,924.04","2,887.08","22.33B","0.61%"
"05/27/2019","2,892.38","2,851.28","2,898.13","2,833.04","19.67B","1.38%"
"05/24/2019","2,852.99","2,847.84","2,871.86","2,846.02","16.72B","0.02%"
"05/23/2019","2,852.52","2,880.84","2,885.14","2,846.96","19.73B","-1.35%"
"05/22/2019","2,891.70","2,905.52","2,912.40","2,879.64","20.00B","-0.49%"
"05/21/2019","2,905.97","2,867.71","2,919.24","2,862.50","21.14B","1.23%"
"05/20/2019","2,870.60","2,874.80","2,882.63","2,838.45","20.95B","-0.41%"
"05/17/2019","2,882.30","2,955.77","2,956.78","2,873.80","26.63B","-2.48%"
"05/16/2019","2,955.71","2,933.50","2,956.17","2,929.06","24.84B","0.58%"
"05/15/2019","2,938.68","2,902.64","2,945.39","2,902.64","23.05B","1.91%"
"05/14/2019","2,883.61","2,872.83","2,909.20","2,872.83","20.83B","-0.69%"
"05/13/2019","2,903.71","2,905.07","2,921.41","2,892.17","21.20B","-1.21%"
"05/10/2019","2,939.21","2,878.23","2,941.45","2,838.38","28.23B","3.10%"
"05/09/2019","2,850.95","2,871.20","2,888.86","2,845.04","20.00B","-1.48%"
"05/08/2019","2,893.76","2,873.14","2,929.43","2,866.70","23.15B","-1.12%"
"05/07/2019","2,926.39","2,914.29","2,937.28","2,889.07","25.33B","0.69%"
"05/06/2019","2,906.46","2,984.73","2,986.54","2,876.47","32.70B","-5.58%"
"04/30/2019","3,078.34","3,052.62","3,088.41","3,052.62","22.23B","0.52%"
"04/29/2019","3,062.50","3,090.63","3,107.76","3,050.03","29.21B","-0.77%"
"04/26/2019","3,086.40","3,108.16","3,129.21","3,085.80","28.09B","-1.20%"
"04/25/2019","3,123.83","3,190.59","3,193.75","3,123.03","32.59B","-2.43%"
"04/24/2019","3,201.61","3,203.56","3,210.65","3,156.61","27.49B","0.09%"
"04/23/2019","3,198.59","3,211.87","3,231.58","3,186.76","32.84B","-0.51%"
"04/22/2019","3,215.04","3,278.49","3,279.49","3,206.88","35.32B","-1.70%"
"04/19/2019","3,270.80","3,250.15","3,274.33","3,226.81","31.52B","0.63%"
"04/18/2019","3,250.20","3,261.07","3,271.39","3,241.83","32.55B","-0.40%"
"04/17/2019","3,263.12","3,250.15","3,275.33","3,239.80","35.75B","0.29%"
"04/16/2019","3,253.60","3,164.40","3,253.60","3,153.21","35.79B","2.39%"
"04/15/2019","3,177.79","3,233.46","3,253.98","3,177.27","34.88B","-0.34%"
"04/12/2019","3,188.63","3,184.86","3,199.28","3,168.04","28.98B","-0.04%"
"04/11/2019","3,189.96","3,241.55","3,254.13","3,185.55","35.30B","-1.60%"
"04/10/2019","3,241.93","3,224.65","3,264.78","3,204.88","38.01B","0.07%"
"04/09/2019","3,239.66","3,240.39","3,251.65","3,215.70","36.42B","-0.16%"
"04/08/2019","3,244.81","3,271.27","3,288.45","3,210.52","50.45B","-0.05%"
"04/04/2019","3,246.57","3,233.69","3,254.14","3,216.85","46.91B","0.94%"
"04/03/2019","3,216.30","3,159.15","3,219.26","3,152.33","43.05B","1.24%"
"04/02/2019","3,176.82","3,183.27","3,193.27","3,164.91","44.71B","0.20%"
"04/01/2019","3,170.36","3,111.66","3,176.62","3,111.66","46.61B","2.58%"
"03/29/2019","3,090.76","3,000.68","3,093.03","2,999.99","37.51B","3.20%"
"03/28/2019","2,994.94","3,009.80","3,025.78","2,991.78","28.81B","-0.92%"
"03/27/2019","3,022.72","3,012.26","3,022.76","2,987.77","29.14B","0.85%"
"03/26/2019","2,997.10","3,057.56","3,062.69","2,988.49","35.35B","-1.51%"
"03/25/2019","3,043.03","3,058.80","3,087.00","3,041.95","38.03B","-1.97%"
"03/22/2019","3,104.15","3,100.73","3,107.28","3,064.88","36.48B","0.09%"
"03/21/2019","3,101.45","3,094.12","3,125.02","3,086.85","41.43B","0.35%"
"03/20/2019","3,090.64","3,084.17","3,102.52","3,053.45","35.86B","-0.01%"
"03/19/2019","3,090.97","3,099.90","3,113.43","3,076.36","35.09B","-0.18%"
"03/18/2019","3,096.42","3,027.80","3,096.42","3,009.51","39.78B","2.47%"
"03/15/2019","3,021.75","3,000.88","3,048.12","2,999.43","34.12B","1.04%"
"03/14/2019","2,990.68","3,013.60","3,041.16","2,968.82","37.31B","-1.20%"
"03/13/2019","3,026.95","3,062.33","3,065.29","3,013.93","45.32B","-1.09%"
"03/12/2019","3,060.31","3,049.08","3,093.39","3,029.90","51.12B","1.10%"
"03/11/2019","3,026.99","2,969.08","3,028.25","2,963.58","42.62B","1.92%"
"03/08/2019","2,969.86","3,038.34","3,075.05","2,969.58","57.79B","-4.40%"
"03/07/2019","3,106.42","3,103.67","3,129.94","3,074.98","58.38B","0.14%"
"03/06/2019","3,102.10","3,060.43","3,103.83","3,050.11","55.50B","1.57%"
"03/05/2019","3,054.25","3,019.88","3,054.96","3,009.45","42.41B","0.88%"
"03/04/2019","3,027.58","3,015.94","3,090.80","3,006.94","52.56B","1.12%"
"03/01/2019","2,994.01","2,954.40","2,994.01","2,930.83","34.58B","1.80%"
"02/28/2019","2,940.95","2,950.05","2,965.30","2,930.20","35.02B","-0.44%"
"02/27/2019","2,953.82","2,939.93","2,997.49","2,924.64","47.50B","0.42%"
"02/26/2019","2,941.52","2,969.10","2,995.68","2,938.62","56.56B","-0.67%"
"02/25/2019","2,961.28","2,838.39","2,961.80","2,838.39","52.87B","5.60%"
"02/22/2019","2,804.23","2,749.46","2,804.23","2,736.33","30.15B","1.91%"
"02/21/2019","2,751.80","2,759.94","2,794.01","2,744.98","29.86B","-0.34%"
"02/20/2019","2,761.22","2,761.06","2,767.41","2,739.98","24.60B","0.20%"
"02/19/2019","2,755.65","2,759.50","2,780.78","2,737.59","28.80B","0.05%"
"02/18/2019","2,754.36","2,699.82","2,754.36","2,699.82","26.04B","2.68%"
"02/15/2019","2,682.39","2,712.79","2,715.63","2,679.78","19.60B","-1.37%"
"02/14/2019","2,719.70","2,715.54","2,729.45","2,707.49","19.70B","-0.05%"
"02/13/2019","2,721.07","2,674.52","2,727.07","2,666.52","24.38B","1.84%"
"02/12/2019","2,671.89","2,654.03","2,674.48","2,648.83","18.41B","0.68%"
"02/11/2019","2,653.90","2,613.17","2,654.10","2,613.17","15.49B","1.36%"
"02/01/2019","2,618.23","2,597.78","2,618.48","2,590.55","13.20B","1.30%"
"01/31/2019","2,584.57","2,581.33","2,606.63","2,571.58","15.43B","0.35%"
"01/30/2019","2,575.58","2,584.75","2,598.82","2,575.41","12.05B","-0.72%"
"01/29/2019","2,594.25","2,592.35","2,601.74","2,559.98","15.56B","-0.11%"
"01/28/2019","2,596.98","2,615.71","2,630.32","2,591.10","14.70B","-0.18%"
"01/25/2019","2,601.72","2,596.26","2,617.00","2,595.63","15.94B","0.39%"
"01/24/2019","2,591.69","2,584.65","2,597.29","2,569.70","15.40B","0.41%"
"01/23/2019","2,581.00","2,575.26","2,589.51","2,572.41","13.14B","0.05%"
"01/22/2019","2,579.70","2,609.64","2,609.64","2,573.06","15.25B","-1.18%"
"01/21/2019","2,610.51","2,599.06","2,618.98","2,599.06","16.34B","0.56%"
"01/18/2019","2,596.01","2,567.74","2,598.88","2,565.90","19.08B","1.42%"
"01/17/2019","2,559.64","2,573.58","2,582.56","2,557.71","16.25B","-0.42%"
"01/16/2019","2,570.42","2,569.07","2,574.24","2,563.01","14.93B","0.00%"
